method,sec,rep_lane,rep_dev,pd_true,pf_true,pd_hat,pf_hat,pd_var,pf_var,pd_ci_low,pd_ci_high,pf_ci_low,pf_ci_high
full,108,1,21,0.94,0.015,0.9084525768385756,0.01951007584528898,0.0036564508450678593,0.00020476255804592356,0.7899341328460363,1.0,0.0,0.047556748428488935
full,109,1,21,0.94,0.015,0.9047967639649122,0.01673160445152845,0.0036834561220815826,0.00018212839063925541,0.785841457069471,1.0,0.0,0.04318277503960949
full,110,1,21,0.94,0.015,0.9020486698747809,0.017854771410256143,0.0037033570733949936,0.00018957698638374717,0.7827724503959838,1.0,0.0,0.04484141534557724
full,111,1,21,0.94,0.015,0.9048645952033364,0.01736798630940542,0.003682960575375124,0.0001846347034620905,0.7859172902890968,1.0,0.0,0.04400053550808272
full,112,1,21,0.94,0.015,0.9045697731720079,0.0179779388573485,0.003685112904288443,0.00018816320111405104,0.7855877168226807,1.0,0.0,0.04486376697179828
full,113,1,21,0.94,0.015,0.9040142595420033,0.019230426762619053,0.003689157683741902,0.00019659650565368654,0.7849669237555067,1.0,0.0,0.046712150437075904
full,114,1,21,0.94,0.015,0.904309282160094,0.018074511771051023,0.003687011321692606,0.00018666466926758004,0.7852965824452555,1.0,0.0,0.04485306650162481
full,115,1,21,0.94,0.015,0.9063521257398658,0.015976999730996887,0.003672040835781523,0.00016944375667000253,0.7875812872535677,1.0,0.0,0.04149043022600249
full,116,1,21,0.94,0.015,0.9034173328008916,0.012938405462101558,0.003693488399200922,0.00014468577643693726,0.7843001424614185,1.0,0.0,0.0365143440173349
full,117,1,21,0.94,0.015,0.9034054206650495,0.018166316344943076,0.003693574657518569,0.0001842203334752933,0.7842868393927588,1.0,0.0,0.04476896345155047
full,118,1,21,0.94,0.015,0.9051580381796263,0.015184317797191845,0.003413709998907868,0.00016028041366034746,0.7906411908085758,1.0,0.0,0.0399982904158112
full,119,1,21,0.94,0.015,0.9071249072165191,0.019007782520059975,0.0031646327760688282,0.00018865123125863607,0.7968649721877608,1.0,0.0,0.0459284543170857
full,120,1,21,0.94,0.015,0.9082956218417848,0.01663412531396246,0.0031563449910527526,0.00016958890674765518,0.798180160086279,1.0,0.0,0.04215848121497967
full,121,1,21,0.94,0.015,0.906572295004171,0.015037436175943,0.0031685232628938017,0.0001563586028663986,0.796244605974024,1.0,0.0,0.03954594916167016
full,122,1,21,0.94,0.015,0.9098183527069637,0.012102061619531581,0.00314547219191752,0.000132548507966161,0.7998927143305123,1.0,0.0,0.03466748535148938
full,123,1,21,0.94,0.015,0.911054013636613,0.014134906594782332,0.003136571877710272,0.00014761661097216063,0.8012840062328974,1.0,0.0,0.03794843159026866
full,124,1,21,0.94,0.015,0.9041072641814651,0.013583806345245076,0.003185708836594451,0.00014249348774515966,0.7934807797093405,1.0,0.0,0.03698045103036617
full,125,1,21,0.94,0.015,0.9017935949363156,0.011392590201851844,0.0029927970120437477,0.0001244983020747856,0.7945689289239318,1.0,0.0,0.03326203640541393
full,126,1,21,0.94,0.015,0.9078423806931457,0.01559530181934594,0.0029517101672768536,0.00015647298985435818,0.8013562793530612,1.0,0.0,0.04011277799093633
full,127,1,21,0.94,0.015,0.9125959339839189,0.014510275808573185,0.0029182569015191564,0.00014732126788739305,0.8067149833229242,1.0,0.0,0.038299966489963075
full,128,1,21,0.94,0.015,0.9161095826534302,0.016645559729033838,0.0028928708138237762,0.00016298228378223265,0.8106901702172692,1.0,0.0,0.0416678046598514
full,129,1,21,0.94,0.015,0.90959712373405,0.01429063627063851,0.0029394804364171663,0.00014413242336716085,0.803331851680852,1.0,0.0,0.03782144836047691
full,130,1,21,0.94,0.015,0.9091416037847573,0.017531007130326685,0.002758064368758372,0.00016824403737760734,0.8062077411397455,1.0,0.0,0.04295395530692132
full,131,1,21,0.94,0.015,0.9068465288390868,0.012162436039310802,0.0027736568846624746,0.00012616170878084197,0.8036221117270519,1.0,0.0,0.03417749498659692
full,132,1,21,0.94,0.015,0.9160398235647642,0.011613565552860116,0.0025458653168983834,0.00012118982667724719,0.8171449490696883,1.0,0.0,0.033190470756417755
full,133,1,21,0.94,0.015,0.9109272225120861,0.014405266878887827,0.00258120066785813,0.00014225318058930654,0.8113484070660095,1.0,0.0,0.037782174684495476
full,134,1,21,0.94,0.015,0.9146675062392079,0.013521735697869238,0.0025554663743798276,0.00013477235536449585,0.815586329299198,1.0,0.0,0.036275668992318516
full,135,1,21,0.94,0.015,0.9201743089461837,0.011496943936921801,0.002516423200055426,0.00011836458629935079,0.8218529411498957,1.0,0.0,0.03282085996394615
full,136,1,21,0.94,0.015,0.9148047346549772,0.012373857447252667,0.0025545101351307515,0.00012460983114205402,0.8157420972222988,1.0,0.0,0.034253097089326945
full,137,1,21,0.94,0.015,0.9181437426231038,0.01325529917185013,0.0025309799561876777,0.00013086162100715688,0.8195384050409497,1.0,0.0,0.03567667297590357
full,138,1,21,0.94,0.015,0.9179380479903785,0.014116949465054332,0.0025324441125987433,0.0001369317450798057,0.8193041932397943,1.0,0.0,0.03705244579494834
full,139,1,21,0.94,0.015,0.9198720665070633,0.013920401982717065,0.0023722082206709184,0.0001348413963205141,0.8244096388167442,1.0,0.0,0.03668016270432587
full,140,1,21,0.94,0.015,0.9169598559916223,0.01319194419593651,0.0023926335335561102,0.00012865489845966682,0.8210873313429559,1.0,0.0,0.035423468163551866
full,141,1,21,0.94,0.015,0.9167740021542891,0.024245763285271442,0.0023939239965151127,0.0002322645947745373,0.8208756266466066,1.0,0.0,0.05411661307709796
full,142,1,21,0.94,0.015,0.921621061697778,0.020743490042351154,0.0023597564656632404,0.00020460253808775883,0.8264095054743242,1.0,0.0,0.04877920138196111
full,143,1,21,0.94,0.015,0.9207358835927248,0.020546071728262862,0.002366075720328629,0.00020217757893868958,0.8253969278232469,1.0,0.0,0.048415147551670965
full,144,1,21,0.94,0.015,0.9167975734724969,0.020326752420873125,0.0023937604174756734,0.0001996049804996361,0.8209024744331063,1.0,0.0,0.04801795125890471
full,145,1,21,0.94,0.015,0.9193489556829223,0.02515945869665812,0.002244205290116811,0.00023543456571297264,0.8264977896024,1.0,0.0,0.05523345789269049
full,146,1,21,0.94,0.015,0.9252377866759369,0.021623540382536107,0.0022025300822959516,0.00020784021935606282,0.833252790268109,1.0,0.0,0.04988020307787667
full,147,1,21,0.94,0.015,0.9266105618529172,0.023759008826764343,0.002192588919539499,0.00022319292262989833,0.8348333882567396,1.0,0.0,0.053040708428649094
full,148,1,21,0.94,0.015,0.9226321570113656,0.02164581404956433,0.0021026733607767793,0.0002063599511164177,0.8327565208091107,1.0,0.0,0.04980167291071133
full,149,1,21,0.94,0.015,0.9177003761375548,0.020359708529063103,0.0021365840430086712,0.00019573271203361485,0.8271029078527175,1.0,0.0,0.04778099198823647
full,150,1,21,0.94,0.015,0.9213917686705866,0.020521361023739568,0.0021113060366402822,0.0001961986595883611,0.8313318260192762,1.0,0.0,0.04797526367299233
full,151,1,21,0.94,0.015,0.9211904503663522,0.01614421005973388,0.002112700561286602,0.00016152166594722434,0.8311007701791153,1.0,0.0,0.041054080230067104
full,152,1,21,0.94,0.015,0.9240865199304555,0.02044367848890998,0.0020924626259754974,0.0001941069928129414,0.8344293706118012,1.0,0.0,0.047750846478106436
full,153,1,21,0.94,0.015,0.9203170316470295,0.019146418229850682,0.0021187294157030256,0.0001834331896906514,0.8300989019647713,1.0,0.0,0.04569217008425493
full,154,1,21,0.94,0.015,0.9213600768605742,0.017717294377436243,0.002111525686566939,0.00017169320404165147,0.8312954496337014,1.0,0.0,0.04339951804764067
